FILENAME,real_ratio,total_red,total_yellow,PLATE,TREATMENT,TREAT.ID,
'maskedImage6.png',0.009094231,641,49544,1,1,1.1,
'maskedImage13.png',0.002378121,370,65800,1,1,1.1,
'maskedImage22.png',0.12403332,33406,181772,1,1,1.1,
'maskedImage2.png',0.90526225,345395,269505,1,2,1.2,
'maskedImage15.png',0.933719972,569115,459525,1,2,1.2,
'maskedImage21.png',0.862829099,292913,244278,1,2,1.2,
'maskedImage3.png',0.914936485,388947,300447,1,3,1.3,
'maskedImage11.png',0.684461068,91858,100126,1,3,1.3, 
'maskedImage24.png',0.805024135,384958,350977,1,3,1.3,
'maskedImage14.png',0.884841231,333417,269745,1,4,1.4,
'maskedImage16.png',0.89184558,578441,494617,1,4,1.4,
'maskedImage19.png',0.960268651,459042,334484,1,4,1.4,
'maskedImage5.png',0.631385617,51910,64645,1,5,1.5,
'maskedImage9.png',0.840692557,118261,95600,1,5,1.5,
'maskedImage10.png',0.793687631,136990,126344,1,5,1.5,
'maskedImage4.png',0.209565278,18187,71433,1,6,1.6,
'maskedImage7.png',0.000220848,8,34335,1,6,1.6,
'maskedImage12.png',0,0,17167,1,6,1.6,
'maskedImage8.png',0.885154843,464620,390715,1,7,1.7,
'maskedImage20.png',0.687150189,138354,147313,1,7,1.7,
'maskedImage23.png',0.745679503,159912,157225,1,7,1.7,
'maskedImage1.png',0.564088303,124520,174904,1,8,1.8,
'maskedImage17.png',0.716773262,111370,118305,1,8,1.8,
'maskedImage18.png',0.596837487,122244,153719,1,8,1.8,
'maskedImage226.png',0.247756895,83501,224309,2,1,2.1,
'maskedImage232.png',0.485660298,126463,197251,2,1,2.1,
'maskedImage234.png',0.007619704,1337,89940,2,1,2.1,
'maskedImage219.png',0.865420242,125113,103330,2,2,2.2,
'maskedImage230.png',0.886657214,294505,228690,2,2,2.2,
'maskedImage239.png',0.774184708,143965,134055,2,2,2.2,
'maskedImage218.png',0.000437445,12,31696,2,3,2.3,
'maskedImage222.png',0.004772456,216,46935,2,3,2.3,
'maskedImage229.png',0.000451861,24,76625,2,3,2.3,
'maskedImage228.png',0.593854885,262139,347767,2,4,2.4,
'maskedImage237.png',0.592163059,118276,163654,2,4,2.4,
'maskedImage238.png',0.515468356,107001,173356,2,4,2.4,
'maskedImage220.png',0.751885859,73403,73792,2,5,2.5,
'maskedImage221.png',0.752951833,77318,75971,2,5,2.5,
'maskedImage231.png',0.783344046,150801,138267,2,5,2.5,
'maskedImage217.png',0.940586929,114566,82389,2,6,2.6,
'maskedImage225.png',0.78183327,239557,200253,2,6,2.6,
'maskedImage233.png',0.818506744,149206,126151,2,6,2.6,
'maskedImage235.png',0.931367458,314015,234593,2,7,2.7,
'maskedImage236.png',0.77138301,105045,101897,2,7,2.7,
'maskedImage240.png',0.767211519,185709,172798,2,7,2.7,
'maskedImage223.png',0.124836886,2394,14229,2,8,2.8,
'maskedImage224.png',0.07882061,6334,71517,2,8,2.8,
'maskedImage227.png',0.204604503,8165,35931,2,8,2.8,
maskedImage2379.png,0.0008405,181,108543,3,1,3.1,
maskedImage2381.png,0.014087781,3302,77692,3,1,3.1,
maskedImage2391.png,0,188,114867,3,1,3.1,
maskedImage2386.png,0.978430473,314429,242721,3,2,3.2,
maskedImage2388.png,0.902840716,236112,177529,3,2,3.2,
maskedImage2397.png,0.788091948,90822,80889,3,2,3.2,
maskedImage2382.png,0.062186978,892,12323,3,3,3.3,
maskedImage2394.png,0.293203883,1194,2912,3,3,3.3,
maskedImage2400.png,NaN,981,2943,3,3,3.3,
maskedImage2389.png,0.003753027,160,38233,3,4,3.4,
maskedImage2392.png,NaN,619,1818,3,4,3.4,
maskedImage2393.png,0.094718604,3794,31065,3,4,3.4,
maskedImage2390.png,0.452407407,8271,14203,3,5,3.5,
maskedImage2396.png,0.640752662,24089,28568,3,5,3.5,
maskedImage2398.png,0.353094124,10044,24957,3,5,3.5,
maskedImage2377.png,0.23498818,3226,11161,3,6,3.6,
maskedImage2378.png,0.348428571,7551,19795,3,6,3.6,
maskedImage2380.png,0.467719228,14931,27123,3,6,3.6,
maskedImage2385.png,0.274180297,25347,72495,3,7,3.7,
maskedImage2395.png,0.828718258,189450,192555,3,7,3.7,
maskedImage2399.png,0.644881473,141948,153382,3,7,3.7,
maskedImage2383.png,0.958799213,299763,215802,3,8,3.8,
maskedImage2384.png,0.940359214,266605,198086,3,8,3.8,
maskedImage2387.png,0.969942384,295284,213415,3,8,3.8,
maskedImage2415.png,0.578296528,121497,181746,4,1,4.1,
maskedImage2422.png,0,0,57177,4,1,4.1,
maskedImage2423.png,8.59E-05,249,95310,4,1,4.1,
maskedImage2402.png,0.877334791,300754,250088,4,2,4.2,
maskedImage2405.png,0.967206598,204116,161820,4,2,4.2,
maskedImage2406.png,0.840519344,166007,138857,4,2,4.2,
maskedImage2417.png,0.294226636,11652,35411,4,3,4.3,
maskedImage2418.png,0.220099848,6711,25265,4,3,4.3,
maskedImage2421.png,0.432807147,56247,94539,4,3,4.3,
maskedImage2403.png,0.934412097,246458,182841,4,4,4.4,
maskedImage2419.png,0.891525562,248926,196161,4,4,4.4,
maskedImage2420.png,0.984383358,435331,310902,4,4,4.4,
maskedImage2401.png,0.868604734,226015,182843,4,5,4.5,
maskedImage2408.png,0.933603367,133224,96383,4,5,4.5,
maskedImage2414.png,0.963815668,305045,222579,4,5,4.5,
maskedImage2409.png,0.81292097,162885,142675,4,6,4.6,
maskedImage2410.png,0.981205053,196178,138244,4,6,4.6,
maskedImage2411.png,0.987564314,387041,281690,4,6,4.6,
maskedImage2404.png,0.910834566,189072,143042,4,7,4.7,
maskedImage2407.png,1.006298161,256173,181306,4,7,4.7,
maskedImage2416.png,0.935532212,223821,165427,4,7,4.7,
maskedImage2412.png,0.934685611,125970,100096,4,8,4.8,
maskedImage2413.png,0.905333172,254537,205315,4,8,4.8,
maskedImage2424.png,0.922813688,228911,205819,4,8,4.8,
maskedImage2429.png,0.635964646,201605,242258,5,1,5.1,
maskedImage2432.png,0.67620171,100382,123856,5,1,5.1,
maskedImage2444.png,0.652213586,133596,153931,5,1,5.1,
maskedImage2431.png,0.69756188,126378,134293,5,2,5.2,
maskedImage2434.png,0.986214654,299281,210336,5,2,5.2,
maskedImage2448.png,0.889165038,292215,229695,5,2,5.2,
maskedImage2433.png,0.928396401,181005,131779,5,3,5.3,
maskedImage2435.png,0.819932929,101585,86044,5,3,5.3,
maskedImage2438.png,0.759950463,79751,76395,5,3,5.3,
maskedImage2426.png,0.873333192,151560,121739,5,4,5.4,
maskedImage2441.png,0.878740795,196816,154545,5,4,5.4,
maskedImage2446.png,0.994935653,558796,392671,5,4,5.4,
maskedImage2425.png,0,6,54855,5,5,5.5,
maskedImage2428.png,0.00058292,80,60486,5,5,5.5,
maskedImage2445.png,0.006676378,284,33665,5,5,5.5,
maskedImage2436.png,0,0,63709,5,6,5.6,
maskedImage2437.png,0,10,42766,5,6,5.6,
maskedImage2439.png,0,0,74886,5,6,5.6,
maskedImage2440.png,0.961935265,245980,176588,5,7,5.7,
maskedImage2443.png,0.995609256,265062,201119,5,7,5.7,
maskedImage2447.png,0.888769173,326185,257128,5,7,5.7,
maskedImage2427.png,0.736266526,146591,142319,5,8,5.8,
maskedImage2430.png,0.846976716,321184,266335,5,8,5.8,
maskedImage2442.png,0.951218411,329175,239839,5,8,5.8,
maskedImage2460.png,0.042081372,8282,151254,6,1,6.1,
maskedImage2462.png,0.749937014,160025,149394,6,1,6.1,
maskedImage2466.png,0.079022013,19874,176924,6,1,6.1,
maskedImage2450.png,0.988237366,199726,139301,6,2,6.2,
maskedImage2452.png,0.831169906,189236,155158,6,2,6.2,
maskedImage2453.png,0.976776659,148272,107053,6,2,6.2,
maskedImage2458.png,0.478010498,32472,56435,6,3,6.3,
maskedImage2464.png,0.19981982,25143,84139,6,3,6.3,
maskedImage2472.png,0.357620573,25053,55887,6,3,6.3,
maskedImage2451.png,0.30634501,6050,17105,6,4,6.4,
maskedImage2454.png,0.583611008,16309,20688,6,4,6.4,
maskedImage2463.png,0.18662889,12227,48818,6,4,6.4,
maskedImage2455.png,0.956558409,289801,211905,6,5,6.5,
maskedImage2457.png,0.955731501,236026,167732,6,5,6.5,
maskedImage2470.png,0.927692458,251176,188953,6,5,6.5,
maskedImage2456.png,0.808792607,235603,206100,6,6,6.6,
maskedImage2461.png,0.856389014,173589,140532,6,6,6.6,
maskedImage2465.png,0.987221701,224580,155980,6,6,6.6,
maskedImage2467.png,0.022195726,1038,43008,6,7,6.7,
maskedImage2468.png,0.1564316,5768,29086,6,7,6.7,
maskedImage2469.png,0.173187572,5672,27116,6,7,6.7,
maskedImage2449.png,0.834325816,206187,179240,6,8,6.8,
maskedImage2459.png,0.848848898,187108,154191,6,8,6.8,
maskedImage2471.png,0.925291448,232548,169792,6,8,6.8,
maskedImage2473.png,0.002579523,536,108189,7,1,7.1,
maskedImage2486.png,0.590308513,188440,232746,7,1,7.1,
maskedImage2495.png,0.028441999,4948,120414,7,1,7.1,
maskedImage2474.png,0.964280862,242865,174442,7,2,7.2,
maskedImage2477.png,0.878333787,232741,184154,7,2,7.2,
maskedImage2482.png,0.673751291,65019,70702,7,2,7.2,
maskedImage2475.png,0.001082291,192,91728,7,3,7.3,
maskedImage2479.png,0.004900478,432,66126,7,3,7.3,
maskedImage2491.png,0,0,60805,7,3,7.3,
maskedImage2490.png,0.789157781,215091,195099,7,4,7.4,
maskedImage2493.png,0.444125763,69216,127211,7,4,7.4,
maskedImage2496.png,0.654206718,154572,175158,7,4,7.4,
maskedImage2484.png,0.800694787,135759,109931,7,5,7.5,
maskedImage2488.png,1.003162319,517474,355140,7,5,7.5,
maskedImage2489.png,0.934519976,284890,207320,7,5,7.5,
maskedImage2476.png,0.686223519,38583,39899,7,6,7.6,
maskedImage2481.png,0.879762215,247851,192058,7,6,7.6,
maskedImage2487.png,0.849075359,283223,241336,7,6,7.6,
maskedImage2478.png,0.01974821,464,20591,7,7,7.7,
maskedImage2483.png,0.113564669,888,7886,7,7,7.7,
maskedImage2494.png,0.515873821,16674,26515,7,7,7.7,
maskedImage2480.png,0.972019006,462176,327791,7,8,7.8,
maskedImage2485.png,0.889197753,416029,331672,7,8,7.8,
maskedImage2492.png,0.85402829,212181,171682,7,8,7.8,
maskedImage2504.png,0.109558465,23064,112667,8,1,8.1,
maskedImage2510.png,0.202202648,58675,169128,8,1,8.1,
maskedImage2512.png,0.000302589,44,82305,8,1,8.1,
maskedImage2497.png,0.770129072,95982,89577,8,2,8.2,
maskedImage2508.png,0.887213329,257941,194283,8,2,8.2,
maskedImage2509.png,0.879391638,168747,125660,8,2,8.2,
maskedImage2498.png,0.943536965,268575,193156,8,3,8.3,
maskedImage2517.png,0.949939148,276586,202865,8,3,8.3,
maskedImage2519.png,0.871109917,247381,201220,8,3,8.3,
maskedImage2506.png,0.979228526,292274,204380,8,4,8.4,
maskedImage2515.png,0.879898382,279082,221243,8,4,8.4,
maskedImage2516.png,0.877198917,284426,230437,8,4,8.4,
maskedImage2502.png,NaN,42,42,8,5,8.5,
maskedImage2505.png,0.344648368,21036,55575,8,5,8.5,
maskedImage2511.png,0.690031804,55641,62286,8,5,8.5,
maskedImage2501.png,0.873588676,204171,159504,8,6,8.6,
maskedImage2513.png,0.904048869,259357,193620,8,6,8.6,
maskedImage2520.png,0.902697921,178536,133023,8,6,8.6,
maskedImage2500.png,0.70942768,131015,124488,8,7,8.7,
maskedImage2507.png,0.823199471,238102,199756,8,7,8.7,
maskedImage2514.png,0.870046218,237492,192188,8,7,8.7,
maskedImage2499.png,0.940846512,344188,248132,8,8,8.8,
maskedImage2503.png,0.888575543,288690,221133,8,8,8.8,
maskedImage2518.png,0.87553626,201475,150173,8,8,8.8,
maskedImage2523.png,0.005618973,1828,102560,9,1,9.1,
maskedImage2527.png,0.002903246,599,108652,9,1,9.1,
maskedImage2529.png,0.001482936,632,193500,9,1,9.1,
maskedImage2534.png,0.993283011,486999,345024,9,2,9.2,
maskedImage2536.png,0.959948907,440789,311252,9,2,9.2,
maskedImage2543.png,1.013692283,319983,223204,9,2,9.2,
maskedImage2528.png,0.594973885,142624,187767,9,3,9.3,
maskedImage2539.png,0.149937347,26845,125294,9,3,9.3,
maskedImage2544.png,0.00173394,536,110688,9,3,9.3,
maskedImage2526.png,0.193197756,6640,32938,9,4,9.4,
maskedImage2531.png,0.289855072,24019,74071,9,4,9.4,
maskedImage2542.png,0.142450142,1008,6290,9,4,9.4,
maskedImage2521.png,0.607611117,57572,77011,9,5,9.5,
maskedImage2522.png,0.58774081,157097,202763,9,5,9.5,
maskedImage2535.png,0.932925177,229368,167320,9,5,9.5,
maskedImage2524.png,0.900564081,259872,194189,9,6,9.6,
maskedImage2525.png,0.964763165,276251,191818,9,6,9.6,
maskedImage2537.png,0.787662879,255194,231240,9,6,9.6,
maskedImage2530.png,0.776230895,204288,174428,9,7,9.7,
maskedImage2532.png,0.559558181,72459,109412,9,7,9.7,
maskedImage2541.png,0.691062952,159426,172539,9,7,9.7,
maskedImage2533.png,0.047007617,681,14368,9,8,9.8,
maskedImage2538.png,0.003477397,106,31530,9,8,9.8,
maskedImage2540.png,0.281212355,17006,50938,9,8,9.8,
maskedImage2549.png,0.022969374,980,25310,10,1,10.1,
maskedImage2559.png,0.004998764,524,73010,10,1,10.1,
maskedImage2560.png,0,0,68252,10,1,10.1,
maskedImage2547.png,0.298939067,10138,32171,10,2,10.2,
maskedImage2550.png,0.937041963,258468,190799,10,2,10.2,
maskedImage2557.png,0.814951272,158550,129402,10,2,10.2,
maskedImage2548.png,1.149892038,440555,411882,10,3,10.3,
maskedImage2554.png,0.861821679,193376,151536,10,3,10.3,
maskedImage2556.png,0.877546165,196110,152173,10,3,10.3,
maskedImage2552.png,0.463394699,37243,73143,10,4,10.4,
maskedImage2553.png,0.64532679,39963,43361,10,4,10.4,
maskedImage2566.png,0.569101553,44683,69135,10,4,10.4,
maskedImage2551.png,0.287296792,12026,35768,10,5,10.5,
maskedImage2555.png,0.131753948,6409,45817,10,5,10.5,
maskedImage2567.png,0.387749737,9399,20327,10,5,10.5,
maskedImage2546.png,7.90E-05,16,43609,10,6,10.6,
maskedImage2561.png,0.158740729,20312,104360,10,6,10.6,
maskedImage2565.png,0.319909808,22600,57002,10,6,10.6,
maskedImage2545.png,0.874086771,123279,105203,10,7,10.7,
maskedImage2563.png,0.578897856,35939,53220,10,7,10.7,
maskedImage2564.png,0.951278382,203136,145640,10,7,10.7,
maskedImage2558.png,0.843211845,203571,158605,10,8,10.8,
maskedImage2562.png,0.881813681,200867,156291,10,8,10.8,
maskedImage2568.png,0.861012185,174829,136473,10,8,10.8,
maskedImage2573.png,0,0,41599,11,1,11.1,
maskedImage2586.png,0,0,64838,11,1,11.1,
maskedImage2587.png,0,0,45775,11,1,11.1,
maskedImage2576.png,0.822817727,175786,144038,11,2,11.2,
maskedImage2577.png,0.79043118,141980,124145,11,2,11.2,
maskedImage2591.png,0.763434364,81548,75676,11,2,11.2,
maskedImage2574.png,0.848639058,256253,209942,11,3,11.3,
maskedImage2580.png,0.827451431,215062,182607,11,3,11.3,
maskedImage2584.png,1.018025566,358536,248103,11,3,11.3,
maskedImage2570.png,0.811030712,97757,80130,11,4,11.4,
maskedImage2571.png,0.889952577,157626,119071,11,4,11.4,
maskedImage2585.png,0.468167567,34177,60782,11,4,11.4,
maskedImage2569.png,0.848781164,94192,76466,11,5,11.5,
maskedImage2578.png,0.945668336,250448,179833,11,5,11.5,
maskedImage2588.png,0.939276614,402234,297625,11,5,11.5,
maskedImage2582.png,0.861682024,284411,223876,11,6,11.6,
maskedImage2590.png,0.897237033,208296,157575,11,6,11.6,
maskedImage2592.png,0.822770047,151658,130391,11,6,11.6,
maskedImage2572.png,0.532813095,50294,73559,11,7,11.7,
maskedImage2579.png,0.901645288,68570,53096,11,7,11.7,
maskedImage2583.png,0.936712305,216483,156289,11,7,11.7,
maskedImage2575.png,1.013119055,41410,27776,11,8,11.8,
maskedImage2581.png,0.898709687,239812,176253,11,8,11.8,
maskedImage2589.png,0.764921175,215787,191432,11,8,11.8,
maskedImage2609.png,0.014297686,2647,144498,12,1,12.1,
maskedImage2611.png,0,0,87923,12,1,12.1,
maskedImage2613.png,0.120307486,17492,80789,12,1,12.1,
maskedImage2593.png,0.899176378,123943,93935,12,2,12.2,
maskedImage2599.png,0.836620994,161089,135092,12,2,12.2,
maskedImage2603.png,0.928774805,239788,173234,12,2,12.2,
maskedImage2594.png,0.886385505,139249,108742,12,3,12.3,
maskedImage2606.png,0.828793583,121805,105130,12,3,12.3,
maskedImage2607.png,0.948367232,176639,126703,12,3,12.3,
maskedImage2600.png,0.730794571,82922,82666,12,4,12.4,
maskedImage2610.png,0.924331252,253301,195134,12,4,12.4,
maskedImage2614.png,0.768309252,172728,157176,12,4,12.4,
maskedImage2595.png,0.738825226,74907,73367,12,5,12.5,
maskedImage2602.png,0.666146826,81734,86787,12,5,12.5,
maskedImage2605.png,0.726112207,93983,97501,12,5,12.5,
maskedImage2596.png,0.483027888,21246,36190,12,6,12.6,
maskedImage2597.png,0.764412208,29404,24767,12,6,12.6,
maskedImage2598.png,0.387740887,5949,11410,12,6,12.6,
maskedImage2604.png,0.814144737,141565,120762,12,7,12.7,
maskedImage2615.png,0.873527464,165744,130036,12,7,12.7,
maskedImage2616.png,0.871028949,122228,101023,12,7,12.7,
maskedImage2601.png,0.89660921,216240,167905,12,8,12.8,
maskedImage2608.png,0.799425967,109934,94779,12,8,12.8,
maskedImage2612.png,0.918364269,289045,216808,12,8,12.8,
'maskedImage246.png',0.313906595,124659,282268,13,1,13.1,
'maskedImage251.png',0.720894566,323542,327193,13,1,13.1,
'maskedImage264.png',0.264757803,46443,144750,13,1,13.1,
'maskedImage245.png',0.86174866,206551,164448,13,2,13.2,
'maskedImage255.png',0.749576885,136065,123842,13,2,13.2,
'maskedImage256.png',0.792953414,347988,306251,13,2,13.2,
'maskedImage242.png',0.862490893,396212,323932,13,3,13.3,
'maskedImage254.png',0.862100649,209509,164395,13,3,13.3,
'maskedImage259.png',0.79360254,168579,154796,13,3,13.3,
'maskedImage257.png',0.049753494,2865,58204,13,4,13.4,
'maskedImage260.png',0.381904851,15000,33959,13,4,13.4,
'maskedImage262.png',0.187229437,8007,43000,13,4,13.4,
'maskedImage241.png',0.417829037,51555,98897,13,5,13.5,
'maskedImage258.png',0.469861883,40967,68181,13,5,13.5,
'maskedImage261.png',0.539055539,41871,67516,13,5,13.5,
'maskedImage243.png',0.617824717,112584,137064,13,6,13.6,
'maskedImage247.png',0.89343529,195326,142311,13,6,13.6,
'maskedImage249.png',0.699707621,166183,165414,13,6,13.6,
'maskedImage244.png',0.862568399,193847,157961,13,7,13.7,
'maskedImage248.png',0.707010092,139093,137763,13,7,13.7,
'maskedImage250.png',0.71573102,152011,150354,13,7,13.7,
'maskedImage252.png',0.95779574,601511,431648,13,8,13.8,
'maskedImage253.png',0.753383219,184326,167088,13,8,13.8,
'maskedImage263.png',0.897627979,298108,232031,13,8,13.8,
maskedImage2635.png,0.625300452,191393,219538,14,1,14.1,
maskedImage2636.png,0.008994126,990,79660,14,1,14.1,
maskedImage2638.png,0.001413561,383,87637,14,1,14.1,
maskedImage2617.png,0.76310076,110582,103606,14,2,14.2,
maskedImage2618.png,0.877383339,161499,130085,14,2,14.2,
maskedImage2639.png,0.925481448,253063,197731,14,2,14.2,
maskedImage2619.png,3.34E-05,16,57791,14,3,14.3,
maskedImage2630.png,0.302082058,29983,71327,14,3,14.3,
maskedImage2633.png,0.000194805,273,112229,14,3,14.3,
maskedImage2621.png,0.225631536,28326,93947,14,4,14.4,
maskedImage2628.png,0.302458041,35272,85863,14,4,14.4,
maskedImage2629.png,0.180695727,10836,47524,14,4,14.4,
maskedImage2623.png,0.920493176,280123,211682,14,5,14.5,
maskedImage2625.png,0.928908522,252931,187246,14,5,14.5,
maskedImage2640.png,0.754168186,139016,135175,14,5,14.5,
maskedImage2620.png,0.154174609,5994,32207,14,6,14.6,
maskedImage2622.png,0.052246604,1450,21246,14,6,14.6,
maskedImage2632.png,0.424828218,26903,53664,14,6,14.6,
maskedImage2624.png,0.080140351,1756,21162,14,7,14.7,
maskedImage2627.png,0.264962795,10228,35574,14,7,14.7,
maskedImage2631.png,0.145173286,5998,38341,14,7,14.7,
maskedImage2626.png,0.962356289,413264,297704,14,8,14.8,
maskedImage2634.png,0.929664671,212659,159589,14,8,14.8,
maskedImage2637.png,0.575128175,64385,94722,14,8,14.8,
maskedImage2651.png,0.831569279,212479,184011,15,1,15.1,
maskedImage2652.png,0,0,67120,15,1,15.1,
maskedImage2654.png,0.003994696,1795,121531,15,1,15.1,
maskedImage2643.png,0.846978962,248692,207202,15,2,15.2,
maskedImage2657.png,0.912011214,365143,282888,15,2,15.2,
maskedImage2661.png,0.990027492,306072,215394,15,2,15.2,
maskedImage2646.png,0.163781891,9663,50970,15,3,15.3,
maskedImage2650.png,0.346311557,27800,62994,15,3,15.3,
maskedImage2664.png,0.442332411,36694,62976,15,3,15.3,
maskedImage2645.png,0.935785683,309385,231282,15,4,15.4,
maskedImage2648.png,0.995596788,277278,196995,15,4,15.4,
maskedImage2660.png,0.933838176,228688,165243,15,4,15.4,
maskedImage2644.png,0.10138844,5306,40341,15,5,15.5,
maskedImage2662.png,0.426494639,75192,117995,15,5,15.5,
maskedImage2663.png,0.296478782,47923,117740,15,5,15.5,
maskedImage2649.png,0.45143187,47534,83813,15,6,15.6,
maskedImage2653.png,0.366600097,21728,47784,15,6,15.6,
maskedImage2655.png,0.213642454,20672,77304,15,6,15.6,
maskedImage2641.png,0.028274592,988,31187,15,7,15.7,
maskedImage2656.png,0.414162039,33393,65311,15,7,15.7,
maskedImage2658.png,0.130970099,3071,19808,15,7,15.7,
maskedImage2642.png,0.799341569,97175,87544,15,8,15.8,
maskedImage2647.png,0.878496666,229615,178551,15,8,15.8,
maskedImage2659.png,0.938630704,325140,244254,15,8,15.8,
maskedImage2671.png,0.225442532,46639,147452,16,1,16.1,
maskedImage2684.png,8.05E-05,52,79781,16,1,16.1,
maskedImage2688.png,8.02E-05,115,125854,16,1,16.1,
maskedImage2670.png,0.787802434,101724,94871,16,2,16.2,
maskedImage2678.png,0.906329002,232685,183935,16,2,16.2,
maskedImage2683.png,0.781019059,179949,171477,16,2,16.2,
maskedImage2677.png,0.963679205,267096,194743,16,3,16.3,
maskedImage2682.png,0.884830254,216274,175453,16,3,16.3,
maskedImage2687.png,0.926409989,427668,319582,16,3,16.3,
maskedImage2669.png,0.237826057,10936,37464,16,4,16.4,
maskedImage2672.png,0.069061086,3960,47400,16,4,16.4,
maskedImage2680.png,0.295175077,31546,78346,16,4,16.4,
maskedImage2674.png,0.264747389,6741,22371,16,5,16.5,
maskedImage2685.png,0.638323258,56956,70549,16,5,16.5,
maskedImage2686.png,0.450355146,18762,37960,16,5,16.5,
maskedImage2667.png,0.134549715,17192,88287,16,6,16.6,
maskedImage2676.png,0.004503437,109,19435,16,6,16.6,
maskedImage2681.png,0.30471569,15321,41909,16,6,16.6,
maskedImage2665.png,0,0,36657,16,7,16.7,
maskedImage2673.png,0.073010048,7154,80708,16,7,16.7,
maskedImage2675.png,0.042520219,2380,37569,16,7,16.7,
maskedImage2666.png,0.956235919,220579,164680,16,8,16.8,
maskedImage2668.png,0.959855852,285441,206021,16,8,16.8,
maskedImage2679.png,0.766833612,148603,137990,16,8,16.8,
maskedImage2690.png,0,3,55594,17,1,17.1,
maskedImage2691.png,0,0,85844,17,1,17.1,
maskedImage2710.png,0.016291142,1871,69497,17,1,17.1,
maskedImage2695.png,0.932193118,371221,278852,17,2,17.2,
maskedImage2698.png,0.863383317,146267,114393,17,2,17.2,
maskedImage2702.png,0.94060866,415587,307747,17,2,17.2,
maskedImage2705.png,0.930931715,266799,196947,17,3,17.3,
maskedImage2709.png,0.892834268,378589,297051,17,3,17.3,
maskedImage2712.png,0.768488667,115612,104952,17,3,17.3,
maskedImage2699.png,0.928446131,349062,261930,17,4,17.4,
maskedImage2703.png,0.906382651,224596,170924,17,4,17.4,
maskedImage2704.png,0.959578324,278327,200195,17,4,17.4,
maskedImage2692.png,0.762858196,133025,123059,17,5,17.5,
maskedImage2693.png,0.896337437,179207,140272,17,5,17.5,
maskedImage2694.png,0.925398776,268758,200440,17,5,17.5,
maskedImage2689.png,0.867562803,291658,240440,17,6,17.6,
maskedImage2708.png,0.92482249,260473,191231,17,6,17.6,
maskedImage2711.png,0.804636482,109528,91788,17,6,17.6,
maskedImage2700.png,0.61837359,44113,55569,17,7,17.7,
maskedImage2701.png,0.450442912,50649,88681,17,7,17.7,
maskedImage2707.png,0.482875936,36705,57715,17,7,17.7,
maskedImage2696.png,0.808520412,147584,129067,17,8,17.8,
maskedImage2697.png,0.818374681,137622,115277,17,8,17.8,
maskedImage2706.png,0.673887095,65410,73044,17,8,17.8,
maskedImage2724.png,0,0,43026,18,1,18.1,
maskedImage2732.png,0.704385439,128660,140885,18,1,18.1,
maskedImage2735.png,0,0,68956,18,1,18.1,
maskedImage2717.png,0.829342748,122118,94172,18,2,18.2,
maskedImage2720.png,0.91456706,305445,222799,18,2,18.2,
maskedImage2731.png,0.908617073,401098,299068,18,2,18.2,
maskedImage2716.png,0.1861768,18402,86381,18,3,18.3,
maskedImage2729.png,0.385690158,15103,32196,18,3,18.3,
maskedImage2734.png,0.145661077,6022,41414,18,3,18.3,
maskedImage2722.png,0.276562832,35616,98469,18,4,18.4,
maskedImage2725.png,0.576506779,76884,89539,18,4,18.4,
maskedImage2733.png,0.795482571,103849,85455,18,4,18.4,
maskedImage2719.png,0.857850803,323949,266189,18,5,18.5,
maskedImage2730.png,0.673085717,96067,98599,18,5,18.5,
maskedImage2736.png,0.823574221,159667,128129,18,5,18.5,
maskedImage2718.png,0.298424221,10964,32218,18,6,18.6,
maskedImage2721.png,0.090973703,1644,19750,18,6,18.6,
maskedImage2723.png,0.044394281,1098,28774,18,6,18.6,
maskedImage2713.png,0.687914511,150949,159688,18,7,18.7,
maskedImage2714.png,0.874657782,270684,212343,18,7,18.7,
maskedImage2728.png,0.680682736,115660,118343,18,7,18.7,
maskedImage2715.png,0.172722191,5603,32053,18,8,18.8,
maskedImage2726.png,0.841628027,158650,123932,18,8,18.8,
maskedImage2727.png,0.49089131,65839,100042,18,8,18.8,
maskedImage2750.png,0.277025194,50904,124193,19,1,19.1,
maskedImage2754.png,0.063339011,6822,70975,19,1,19.1,
maskedImage2760.png,0.002124864,265,58507,19,1,19.1,
maskedImage2738.png,0.746565807,124664,109195,19,2,19.2,
maskedImage2741.png,0.910668968,175539,129177,19,2,19.2,
maskedImage2745.png,0.874422609,302208,228141,19,2,19.2,
maskedImage2746.png,0.495647812,51560,87156,19,3,19.3,
maskedImage2753.png,0.603430542,64404,80798,19,3,19.3,
maskedImage2756.png,0.413600535,47327,100654,19,3,19.3,
maskedImage2740.png,0.663464518,28964,32871,19,4,19.4,
maskedImage2747.png,0.505232116,18343,30295,19,4,19.4,
maskedImage2749.png,0.330517423,27934,76446,19,4,19.4,
maskedImage2739.png,0.839795113,161729,127998,19,5,19.5,
maskedImage2742.png,0.816277963,108429,88296,19,5,19.5,
maskedImage2755.png,0.533991031,29079,46583,19,5,19.5,
maskedImage2737.png,0.795702543,258258,226555,19,6,19.6,
maskedImage2743.png,0.691115661,139856,137121,19,6,19.6,
maskedImage2744.png,0.758387859,223931,203807,19,6,19.6,
maskedImage2751.png,0.805525664,120792,98256,19,7,19.7,
maskedImage2752.png,0.863864016,321380,242466,19,7,19.7,
maskedImage2757.png,0.696546436,96343,105516,19,7,19.7,
maskedImage2748.png,0.582225076,71196,95536,19,8,19.8,
