FILENAME,real_ratio,total_red,total_yellow,PLATE,TREATMENT,TREAT.ID,
maskedImage3435.png,0.69740239,115589,126025,51,3,51.3,
maskedImage3448.png,0.538248141,32691,40571,51,3,51.3,
maskedImage3454.png,0.804258227,145252,123394,51,3,51.3,
maskedImage3433.png,0.008295736,339,36226,51,4,51.4,
maskedImage3438.png,0.04318037,1621,38187,51,4,51.4,
maskedImage3445.png,0.034579113,1077,34843,51,4,51.4,
maskedImage3440.png,0.096481813,2457,24670,51,5,51.5,
maskedImage3443.png,0.526188624,47308,59535,51,5,51.5,
maskedImage3447.png,0.048065844,894,17627,51,5,51.5,
maskedImage3441.png,0.113873695,6797,53807,51,6,51.6,
maskedImage3450.png,0.218225134,10977,38532,51,6,51.6,
maskedImage3452.png,0.054669325,2022,31103,51,6,51.6,
maskedImage3434.png,0.412720505,41721,87676,51,7,51.7,
maskedImage3436.png,0.118147014,9118,63636,51,7,51.7,
maskedImage3439.png,0.136514097,6993,48709,51,7,51.7,
maskedImage3437.png,0.653858469,50904,58468,51,8,51.8,
maskedImage3446.png,0.292672498,24544,78771,51,8,51.8,
maskedImage3451.png,0.439136205,65411,129694,51,8,51.8,
maskedImage3458.png,0.001007311,163,113352,52,1,52.1,
maskedImage3462.png,0,0,90430,52,1,52.1,
maskedImage3468.png,0.039903769,9348,128971,52,1,52.1,
maskedImage3467.png,0.580583575,66444,89706,52,2,52.2,
maskedImage3471.png,0.786845538,140946,128853,52,2,52.2,
maskedImage3475.png,0.790422313,154517,143949,52,2,52.2,
maskedImage3464.png,0.789694114,236777,190597,52,3,52.3,
maskedImage3465.png,0.763631265,149382,124473,52,3,52.3,
maskedImage3476.png,0.776839415,107014,101184,52,3,52.3,
maskedImage3459.png,0.744658279,181382,169962,52,4,52.4,
maskedImage3474.png,0.706045271,179545,182853,52,4,52.4,
maskedImage3479.png,0.653801218,118059,141320,52,4,52.4,
maskedImage3460.png,0.577752056,47540,64650,52,5,52.5,
maskedImage3472.png,0.797575735,163599,143497,52,5,52.5,
maskedImage3473.png,0.758434598,156866,133483,52,5,52.5,
maskedImage3461.png,0.850692632,158920,127694,52,6,52.6,
maskedImage3463.png,0.649023158,131292,149214,52,6,52.6,
maskedImage3466.png,0.776485138,141679,122432,52,6,52.6,
maskedImage3469.png,0.449201195,59226,106038,52,7,52.7,
maskedImage3470.png,0.892153741,216298,170824,52,7,52.7,
maskedImage3480.png,0.849823506,206066,166885,52,7,52.7,
maskedImage3457.png,0.284614106,17621,56833,52,8,52.8,
maskedImage3477.png,0.014167939,528,33954,52,8,52.8,
maskedImage3478.png,0.261981484,16007,58240,52,8,52.8,
maskedImage3489.png,0.122055902,10565,87790,53,1,53.1,
maskedImage3490.png,0.334738744,44230,123532,53,1,53.1,
maskedImage3491.png,0.450598614,69574,112716,53,1,53.1,
maskedImage3482.png,0.805352034,252502,223624,53,2,53.2,
maskedImage3485.png,0.727351706,51259,53186,53,2,53.2,
maskedImage3502.png,0.778480684,120541,110950,53,2,53.2,
maskedImage3481.png,0,0,9535,53,3,53.3,
maskedImage3498.png,0.113048894,8149,64766,53,3,53.3,
maskedImage3500.png,0.023532357,1078,34030,53,3,53.3,
maskedImage3497.png,0.729248108,142136,126764,53,4,53.4,
maskedImage3499.png,0.631483248,74925,94039,53,4,53.4,
maskedImage3501.png,0.751679092,128577,124965,53,4,53.4,
maskedImage3494.png,0.104997808,8641,62233,53,5,53.5,
maskedImage3495.png,0.028060903,1225,40919,53,5,53.5,
maskedImage3504.png,0.003293465,84,28343,53,5,53.5,
maskedImage3483.png,0.488974383,68843,116525,53,6,53.6,
maskedImage3486.png,0.447822637,30015,57072,53,6,53.6,
maskedImage3493.png,0.358580274,20165,52855,53,6,53.6,
maskedImage3492.png,0.83015977,257311,204763,53,7,53.7,
maskedImage3496.png,0.603644822,108846,142877,53,7,53.7,
maskedImage3503.png,0.797327223,244993,210252,53,7,53.7,
maskedImage3484.png,0.223172628,12651,44767,53,8,53.8,
maskedImage3487.png,0.336056258,26874,66497,53,8,53.8,
maskedImage3488.png,0.062974124,3668,55555,53,8,53.8,
maskedImage3508.png,0.091917253,6382,65170,54,1,54.1,
maskedImage3513.png,0,0,140740,54,1,54.1,
maskedImage3520.png,0.00082105,126,107179,54,1,54.1,
maskedImage3514.png,0.857827098,172133,128965,54,2,54.2,
maskedImage3526.png,0.420905064,25633,52672,54,2,54.2,
maskedImage3527.png,0.798339364,106499,90720,54,2,54.2,
maskedImage3510.png,0.33256493,14089,41387,54,3,54.3,
maskedImage3524.png,0.252753492,14748,49269,54,3,54.3,
maskedImage3525.png,0.08330562,3193,43659,54,3,54.3,
maskedImage3509.png,0.936458605,182104,130497,54,4,54.4,
maskedImage3515.png,0.826136364,158222,133900,54,4,54.4,
maskedImage3518.png,0.835173815,145628,116168,54,4,54.4,
maskedImage3511.png,0,0,59399,54,5,54.5,
maskedImage3517.png,0.034598981,5846,96062,54,5,54.5,
maskedImage3519.png,0,0,91097,54,5,54.5,
maskedImage3516.png,0.03944687,1618,41103,54,6,54.6,
maskedImage3522.png,0.021469466,534,25994,54,6,54.6,
maskedImage3528.png,0.110471096,3162,23039,54,6,54.6,
maskedImage3505.png,0,8,28324,54,7,54.7,
maskedImage3507.png,0.005268763,308,42849,54,7,54.7,
maskedImage3521.png,0.007478956,2017,107996,54,7,54.7,
maskedImage3506.png,0.797558094,125371,117164,54,8,54.8,
maskedImage3512.png,0.62938397,86150,85358,54,8,54.8,
maskedImage3523.png,0.788013762,195602,172010,54,8,54.8,
maskedImage3531.png,0.143021915,14090,75568,55,1,55.1,
maskedImage3532.png,0.121433815,14426,108070,55,1,55.1,
maskedImage3551.png,0.000612464,94,139789,55,1,55.1,
maskedImage3529.png,0.594449178,96378,122820,55,2,55.2,
maskedImage3537.png,0.515686346,54945,73219,55,2,55.2,
maskedImage3542.png,0.883381609,252978,190525,55,2,55.2,
maskedImage3530.png,0.677996379,106499,117031,55,3,55.3,
maskedImage3534.png,0.688184887,48846,46959,55,3,55.3,
maskedImage3535.png,0.687059613,90957,89255,55,3,55.3,
maskedImage3533.png,0.753177013,106163,94331,55,4,55.4,
maskedImage3538.png,0.726751321,115594,101349,55,4,55.4,
maskedImage3546.png,0.388992488,25330,51475,55,4,55.4,
maskedImage3536.png,0.303589956,14958,43222,55,5,55.5,
maskedImage3541.png,0.301064265,14664,45065,55,5,55.5,
maskedImage3550.png,0.711926053,114859,112770,55,5,55.5,
maskedImage3543.png,0.255236412,9375,37887,55,6,55.6,
maskedImage3548.png,0.195726301,5497,26889,55,6,55.6,
maskedImage3552.png,0.06551333,1200,21757,55,6,55.6,
maskedImage3539.png,0.02672956,886,28990,55,7,55.7,
maskedImage3540.png,0.002289931,114,44205,55,7,55.7,
maskedImage3545.png,0.036231884,708,20056,55,7,55.7,
maskedImage3544.png,0.763926913,152990,136633,55,8,55.8,
maskedImage3547.png,0.686639843,125706,138762,55,8,55.8,
maskedImage3549.png,0.316426092,33640,84918,55,8,55.8,
maskedImage3556.png,0.172187289,17653,74474,56,1,56.1,
maskedImage3563.png,0.280829596,32123,106840,56,1,56.1,
maskedImage3568.png,0.617672321,104057,126823,56,1,56.1,
maskedImage3560.png,0.631451278,74121,79855,56,2,56.2,
maskedImage3562.png,0.701079289,76829,70197,56,2,56.2,
maskedImage3574.png,0.932159539,314893,228262,56,2,56.2,
maskedImage3557.png,0.303843509,49914,132209,56,3,56.3,
maskedImage3561.png,0.00730501,667,83432,56,3,56.3,
maskedImage3576.png,0.323317977,40391,108443,56,3,56.3,
maskedImage3554.png,0.450868984,19846,38277,56,4,56.4,
maskedImage3555.png,0.63184621,47747,55203,56,4,56.4,
maskedImage3570.png,0.330096084,10171,29815,56,4,56.4,
maskedImage3559.png,0.71889697,104499,95143,56,5,56.5,
maskedImage3567.png,0.632867949,111450,102802,56,5,56.5,
maskedImage3571.png,0.765890333,184775,167075,56,5,56.5,
maskedImage3566.png,0.071228845,2482,36421,56,6,56.6,
maskedImage3573.png,0.083072575,4849,51286,56,6,56.6,
maskedImage3575.png,0.023435948,618,28386,56,6,56.6,
maskedImage3565.png,0.109983246,3664,36274,56,7,56.7,
maskedImage3569.png,0.88458627,209455,152349,56,7,56.7,
maskedImage3572.png,0.872635364,197074,151544,56,7,56.7,
maskedImage3553.png,0.017319098,441,24904,56,8,56.8,
maskedImage3558.png,0,0,31787,56,8,56.8,
maskedImage3564.png,0.011679644,306,34160,56,8,56.8,
'maskedImage343.png',0,0,37413,57,1,57.1,
'maskedImage348.png',0.008776977,2560,157543,57,1,57.1,
'maskedImage349.png',0,0,87370,57,1,57.1,
'maskedImage342.png',0.509120647,81992,142292,57,2,57.2,
'maskedImage359.png',0.550051271,101794,144127,57,2,57.2,
'maskedImage360.png',0.3415153,25794,58185,57,2,57.2,
'maskedImage346.png',0.746917509,65004,64536,57,3,57.3,
'maskedImage352.png',0.517549426,111074,170362,57,3,57.3,
'maskedImage353.png',0.64753867,76701,90434,57,3,57.3,
'maskedImage339.png',0.225216824,14432,57042,57,4,57.4,
'maskedImage356.png',0.242418707,16293,58682,57,4,57.4,
'maskedImage358.png',0.335463667,17325,42593,57,4,57.4,
'maskedImage347.png',0.30270894,33760,101874,57,5,57.5,
'maskedImage350.png',0.878341848,275553,216639,57,5,57.5,
'maskedImage354.png',0.727296878,177090,183287,57,5,57.5,
'maskedImage340.png',0.741950529,161468,161193,57,6,57.6,
'maskedImage341.png',0.848587517,245392,209272,57,6,57.6,
'maskedImage351.png',0.695233956,133614,137294,57,6,57.6,
'maskedImage337.png',0.281620544,90937,228685,57,7,57.7,
'maskedImage338.png',0.521047953,129151,186138,57,7,57.7,
'maskedImage344.png',0.543399908,66699,104713,57,7,57.7,
'maskedImage345.png',0.037124959,3178,73197,57,8,57.8,
'maskedImage355.png',0.058201534,8324,118523,57,8,57.8,
'maskedImage357.png',0.043361919,3607,85225,57,8,57.8,
maskedImage3586.png,0.752083913,138803,141658,58,1,58.1,
maskedImage3591.png,0.343370877,33354,71761,58,1,58.1,
maskedImage3593.png,0.564539077,76191,101021,58,1,58.1,
maskedImage3579.png,0.810552354,118188,103128,58,2,58.2,
maskedImage3592.png,0.627924558,52930,67281,58,2,58.2,
maskedImage3595.png,0.783837775,73046,67265,58,2,58.2,
maskedImage3585.png,0.84618126,111925,93732,58,3,58.3,
maskedImage3588.png,0.547617249,47539,65689,58,3,58.3,
maskedImage3600.png,0.846066772,225973,189951,58,3,58.3,
maskedImage3587.png,0.915288298,200839,148510,58,4,58.4,
maskedImage3597.png,0.791060993,97581,87655,58,4,58.4,
maskedImage3599.png,0.577562733,47465,58688,58,4,58.4,
maskedImage3584.png,0.556635747,19605,29016,58,5,58.5,
maskedImage3594.png,0.405246914,12493,24561,58,5,58.5,
maskedImage3598.png,0.227374181,9649,39648,58,5,58.5,
maskedImage3578.png,0.964592184,217045,158525,58,6,58.6,
maskedImage3583.png,0.84128507,120944,102799,58,6,58.6,
maskedImage3589.png,0.773113337,90290,85476,58,6,58.6,
maskedImage3580.png,0.934110439,136085,100096,58,7,58.7,
maskedImage3581.png,0.864444995,228497,182950,58,7,58.7,
maskedImage3596.png,0.847672572,146418,120120,58,7,58.7,
maskedImage3577.png,0.240552179,17663,60791,58,8,58.8,
maskedImage3582.png,0.358876389,15317,35773,58,8,58.8,
maskedImage3590.png,0.211281147,8895,34021,58,8,58.8,
maskedImage3603.png,0.453891041,89173,154119,59,1,59.1,
maskedImage3616.png,0.218096899,51165,158294,59,1,59.1,
maskedImage3618.png,0.011875909,1785,86992,59,1,59.1,
maskedImage3606.png,0.859171718,134080,105042,59,2,59.2,
maskedImage3612.png,0.783567764,176842,147964,59,2,59.2,
maskedImage3623.png,0.718727764,113388,115586,59,2,59.2,
maskedImage3619.png,0.114705368,4015,41422,59,3,59.3,
maskedImage3621.png,0.111671749,6634,64501,59,3,59.3,
maskedImage3624.png,0.540150086,46879,73273,59,3,59.3,
maskedImage3605.png,0.887070376,203311,155012,59,4,59.4,
maskedImage3607.png,0.575259399,46132,57445,59,4,59.4,
maskedImage3610.png,0.811746746,168181,132879,59,4,59.4,
maskedImage3608.png,0.829636278,150368,118312,59,5,59.5,
maskedImage3611.png,0.776165975,91553,76021,59,5,59.5,
maskedImage3622.png,0.795991689,141412,114429,59,5,59.5,
maskedImage3602.png,0.450836431,36902,57088,59,6,59.6,
maskedImage3617.png,0.436353945,29361,53418,59,6,59.6,
maskedImage3620.png,0.558410554,65595,84377,59,6,59.6,
maskedImage3604.png,0.304640404,13534,44237,59,7,59.7,
maskedImage3609.png,0.430271154,27407,58833,59,7,59.7,
maskedImage3614.png,0.61997214,51776,61827,59,7,59.7,
maskedImage3601.png,0.40645004,19994,42566,59,8,59.8,
maskedImage3613.png,0.501562658,32279,52900,59,8,59.8,
maskedImage3615.png,0.184407162,4341,20501,59,8,59.8,
maskedImage3628.png,0.35920398,34042,81916,60,1,60.1,
maskedImage3636.png,0.056223364,6912,86362,60,1,60.1,
maskedImage3640.png,0.11568,6999,58207,60,1,60.1,
maskedImage3635.png,0.411684232,30898,59107,60,2,60.2,
maskedImage3642.png,0.596448793,42023,45586,60,2,60.2,
maskedImage3643.png,0.739952675,156480,152108,60,2,60.2,
maskedImage3631.png,0.753080779,233057,210044,60,3,60.3,
maskedImage3634.png,0.767680155,157755,135501,60,3,60.3,
maskedImage3637.png,0.769143682,245396,220019,60,3,60.3,
maskedImage3625.png,0.012831746,1323,87158,60,4,60.4,
maskedImage3632.png,0.024519953,1641,68856,60,4,60.4,
maskedImage3644.png,0,0,27214,60,4,60.4,
maskedImage3638.png,0.637740729,49028,59411,60,5,60.5,
maskedImage3639.png,0.443775211,28132,42807,60,5,60.5,
maskedImage3648.png,0.267806546,9012,29941,60,5,60.5,
maskedImage3626.png,0.240287401,14316,48785,60,6,60.6,
maskedImage3645.png,0.004838588,164,36069,60,6,60.6,
maskedImage3647.png,0.021440536,1006,45605,60,6,60.6,
maskedImage3629.png,0.606212587,113464,127351,60,7,60.7,
maskedImage3633.png,0.550879298,61709,86654,60,7,60.7,
maskedImage3646.png,0.860839497,300865,239533,60,7,60.7,
maskedImage3627.png,0.658479084,123242,129616,60,8,60.8,
maskedImage3630.png,0.442687106,68815,135565,60,8,60.8,
maskedImage3641.png,0.768116918,279131,233988,60,8,60.8,
maskedImage3650.png,0.36376144,59606,135495,61,1,61.1,
maskedImage3654.png,0.001582035,190,93180,61,1,61.1,
maskedImage3657.png,0.181473337,20583,81413,61,1,61.1,
maskedImage3660.png,0.523784398,48056,62932,61,2,61.2,
maskedImage3664.png,0.761725119,94152,82744,61,2,61.2,
maskedImage3671.png,0.853640006,190724,156472,61,2,61.2,
maskedImage3652.png,0.839532144,109660,88121,61,3,61.3,
maskedImage3662.png,0.712632216,67840,70214,61,3,61.3,
maskedImage3670.png,0.896564422,192787,150460,61,3,61.3,
maskedImage3656.png,0.78885563,143914,124559,61,4,61.4,
maskedImage3659.png,0.785108153,150300,127857,61,4,61.4,
maskedImage3666.png,0.581099792,89947,104757,61,4,61.4,
maskedImage3651.png,0.694999471,123167,123815,61,5,61.5,
maskedImage3658.png,0.798583559,86920,69154,61,5,61.5,
maskedImage3669.png,0.574822212,55248,79837,61,5,61.5,
maskedImage3653.png,0.781716929,99334,82478,61,6,61.6,
maskedImage3663.png,0.498251192,38219,49224,61,6,61.6,
maskedImage3665.png,0.777081468,123164,111460,61,6,61.6,
maskedImage3655.png,0.386766301,22954,45106,61,7,61.7,
maskedImage3661.png,0.768793128,107174,91184,61,7,61.7,
maskedImage3668.png,0.626704209,93864,119047,61,7,61.7,
maskedImage3649.png,0.01651066,650,38572,61,8,61.8,
maskedImage3667.png,0.007207626,291,47988,61,8,61.8,
maskedImage3672.png,0.040514519,1662,33670,61,8,61.8,
maskedImage3674.png,0.066609311,5728,71395,62,1,62.1,
maskedImage3692.png,0.045461882,2542,50694,62,1,62.1,
maskedImage3695.png,0.001604856,108,53104,62,1,62.1,
maskedImage3684.png,0.7939005,107536,88971,62,2,62.2,
maskedImage3690.png,0.749210493,68882,58173,62,2,62.2,
maskedImage3694.png,0.695954968,105552,103919,62,2,62.2,
maskedImage3677.png,0.630319671,36606,42092,62,3,62.3,
maskedImage3679.png,0.314249665,30207,71940,62,3,62.3,
maskedImage3696.png,0.535673272,96490,142080,62,3,62.3,
maskedImage3673.png,0.190839695,5029,23026,62,4,62.4,
maskedImage3689.png,0.002040816,68,31283,62,4,62.4,
maskedImage3693.png,0.168544194,7095,33669,62,4,62.4,
maskedImage3681.png,0.882177596,84647,64529,62,5,62.5,
maskedImage3685.png,0.489002059,47215,71216,62,5,62.5,
maskedImage3688.png,0.527910381,30725,39736,62,5,62.5,
maskedImage3675.png,0.765291983,91840,83606,62,6,62.6,
maskedImage3680.png,0.789314573,105350,86855,62,6,62.6,
maskedImage3683.png,0.786656212,84768,71149,62,6,62.6,
maskedImage3676.png,0.619142064,39419,43526,62,7,62.7,
maskedImage3678.png,0.674998739,161117,152126,62,7,62.7,
maskedImage3682.png,0.712857804,106365,99538,62,7,62.7,
maskedImage3686.png,0.709059365,72942,69342,62,8,62.8,
maskedImage3687.png,0.78337246,112808,95432,62,8,62.8,
maskedImage3691.png,0.72801132,120763,119759,62,8,62.8,
maskedImage3700.png,0.226956717,20477,89645,63,1,63.1,
maskedImage3710.png,0.001403181,116,67944,63,1,63.1,
maskedImage3711.png,0.004696815,333,88368,63,1,63.1,
maskedImage3705.png,0.670292649,65887,62503,63,2,63.2,
maskedImage3713.png,0.628350621,93082,97685,63,2,63.2,
maskedImage3716.png,0.778287061,158439,146354,63,2,63.2,
maskedImage3704.png,0.722597534,102357,93872,63,3,63.3,
maskedImage3708.png,0.37228663,21151,44949,63,3,63.3,
maskedImage3712.png,0.671465922,67404,77682,63,3,63.3,
maskedImage3698.png,0.12877849,7485,52727,63,4,63.4,
maskedImage3715.png,0.093653091,2702,28526,63,4,63.4,
maskedImage3720.png,0.122401126,4971,35517,63,4,63.4,
maskedImage3699.png,0.82426744,161952,129915,63,5,63.5,
maskedImage3706.png,0.772718114,154810,124984,63,5,63.5,
maskedImage3718.png,0.576606455,73984,95892,63,5,63.5,
maskedImage3697.png,0.000532793,16,44526,63,6,63.6,
maskedImage3701.png,0.001909337,58,37953,63,6,63.6,
maskedImage3714.png,0.021005052,448,22747,63,6,63.6,
maskedImage3702.png,0,0,62181,63,7,63.7,
maskedImage3707.png,0.03120976,5830,145661,63,7,63.7,
maskedImage3717.png,0,16,49938,63,7,63.7,
maskedImage3703.png,0.400877251,45390,85482,63,8,63.8,
maskedImage3709.png,0.502548762,64478,91269,63,8,63.8,
maskedImage3719.png,0.676483172,69444,69837,63,8,63.8,
'maskedImage3730.png',0.034723098,6125,94441,64,1,64.1,
'maskedImage3736.png',0,0,66670,64,1,64.1,
'maskedImage3744.png',0,0,59879,64,1,64.1,
'maskedImage3723.png',0.775659419,127593,123855,64,2,64.2,
'maskedImage3725.png',0.363547215,60035,129543,64,2,64.2,
'maskedImage3742.png',0.64860661,119884,140568,64,2,64.2,
'maskedImage3726.png',0.548138136,41974,61710,64,3,64.3,
'maskedImage3735.png',0.624297231,85015,103800,64,3,64.3,
'maskedImage3739.png',0.122255913,12019,74841,64,3,64.3,
'maskedImage3727.png',0,0,129242,64,4,64.4,
'maskedImage3729.png',0,14,78858,64,4,64.4,
'maskedImage3732.png',0,0,106582,64,4,64.4,
'maskedImage3722.png',0.639728491,79856,89345,64,5,64.5,
'maskedImage3724.png',0.277698429,20942,60354,64,5,64.5,
'maskedImage3737.png',0.357127513,35404,79690,64,5,64.5,
'maskedImage3721.png',0.338910932,41815,109179,64,6,64.6,
'maskedImage3740.png',0.596653273,156237,204869,64,6,64.6,
'maskedImage3743.png',0.040198735,4654,91123,64,6,64.6,
'maskedImage3731.png',0.349436623,43843,105869,64,7,64.7,
'maskedImage3734.png',0.528576438,80581,118698,64,7,64.7,
'maskedImage3741.png',0.621092712,95637,121003,64,7,64.7,
'maskedImage3728.png',0.452651515,32423,57129,64,8,64.8,
'maskedImage3733.png',0.530305961,41833,64416,64,8,64.8,
'maskedImage3738.png',0.381858407,15592,40303,64,8,64.8,
maskedImage3751.png,0,0,29504,65,1,65.1,
maskedImage3757.png,0,0,44961,65,1,65.1,
maskedImage3765.png,0.002881014,555,65825,65,1,65.1,
maskedImage3752.png,0.882056735,107054,85397,65,2,65.2,
maskedImage3758.png,0.976108827,166799,118858,65,2,65.2,
maskedImage3766.png,1.011311704,246254,168963,65,2,65.2,
maskedImage3753.png,0.911932367,259814,193636,65,3,65.3,
maskedImage3755.png,0.353445009,31449,72327,65,3,65.3,
maskedImage3760.png,0.766115995,114589,104500,65,3,65.3,
maskedImage3750.png,0.99707791,96819,69669,65,4,65.4,
maskedImage3763.png,0.675379693,112628,119491,65,4,65.4,
maskedImage3767.png,0.886798128,175170,136384,65,4,65.4,
maskedImage3745.png,0.832757131,135538,116399,65,5,65.5,
maskedImage3762.png,0.393744764,15021,30606,65,5,65.5,
maskedImage3768.png,0.889573734,164921,126093,65,5,65.5,
maskedImage3746.png,0.946234782,194393,150282,65,6,65.6,
maskedImage3754.png,0.906557342,164806,120741,65,6,65.6,
maskedImage3764.png,0.703868034,108732,116963,65,6,65.6,
maskedImage3747.png,0.842131474,142253,120729,65,7,65.7,
maskedImage3749.png,1.040519033,253701,176004,65,7,65.7,
maskedImage3761.png,0.90220775,193704,156442,65,7,65.7,
maskedImage3748.png,0.02798316,3698,99406,65,8,65.8,
maskedImage3756.png,0.406919789,42773,74901,65,8,65.8,
maskedImage3759.png,0.003962327,660,94353,65,8,65.8,
maskedImage3772.png,4.17E-05,16,81998,66,1,66.1,
maskedImage3783.png,0,0,60953,66,1,66.1,
maskedImage3790.png,0.000234622,18,42866,66,1,66.1,
maskedImage3773.png,1.078613131,168215,116426,66,2,66.2,
maskedImage3781.png,0.80973309,85788,76350,66,2,66.2,
maskedImage3788.png,0.950847167,192105,139213,66,2,66.2,
maskedImage3777.png,0.988932115,249225,174080,66,3,66.3,
maskedImage3779.png,0.89982371,220843,168793,66,3,66.3,
maskedImage3789.png,0.885088638,186308,146033,66,3,66.3,
maskedImage3769.png,0.038357645,1027,25793,66,4,66.4,
maskedImage3775.png,0.000395883,18,34801,66,4,66.4,
maskedImage3782.png,0,0,22351,66,4,66.4,
maskedImage3774.png,0.980826854,195382,142777,66,5,66.5,
maskedImage3776.png,0.841832061,123257,103513,66,5,66.5,
maskedImage3780.png,0.922402229,172409,125587,66,5,66.5,
maskedImage3770.png,0.976640895,204306,144652,66,6,66.6,
maskedImage3785.png,0.871233349,71616,54913,66,6,66.6,
maskedImage3792.png,1.008926029,362293,265710,66,6,66.6,
maskedImage3771.png,0.718057851,60985,62447,66,7,66.7,
maskedImage3784.png,0.664428328,104760,115925,66,7,66.7,
maskedImage3791.png,0.821035511,111347,101182,66,7,66.7,
maskedImage3778.png,0.031434542,1074,33156,66,8,66.8,
maskedImage3786.png,0.416402434,14914,30914,66,8,66.8,
maskedImage3787.png,0.478702101,44569,73577,66,8,66.8,
maskedImage3793.png,0,6,39917,67,1,67.1,
maskedImage3794.png,0.11040158,10080,65214,67,1,67.1,
maskedImage3802.png,0.511272269,101425,135165,67,1,67.1,
maskedImage3796.png,0.984243408,272698,197758,67,2,67.2,
maskedImage3806.png,0.977519145,194602,139098,67,2,67.2,
maskedImage3810.png,0.931915743,157835,125067,67,2,67.2,
maskedImage3807.png,0.944691418,203921,149753,67,3,67.3,
maskedImage3808.png,0.915190472,160023,119205,67,3,67.3,
maskedImage3809.png,0.670280833,76629,82704,67,3,67.3,
maskedImage3801.png,0.873247033,152662,118111,67,4,67.4,
maskedImage3813.png,0.838673003,134870,110523,67,4,67.4,
maskedImage3816.png,0.756515674,73107,68377,67,4,67.4,
maskedImage3804.png,0.842006982,85235,69164,67,5,67.5,
maskedImage3805.png,0.858849299,109343,97883,67,5,67.5,
maskedImage3812.png,0.969591061,145918,105958,67,5,67.5,
maskedImage3797.png,0.443210338,25904,53207,67,6,67.6,
maskedImage3799.png,0.115149513,8544,62205,67,6,67.6,
maskedImage3815.png,0.707156366,83326,80870,67,6,67.6,
maskedImage3798.png,0.781710914,40125,34712,67,7,67.7,
maskedImage3811.png,0.701281411,74819,80237,67,7,67.7,
maskedImage3814.png,0.393293373,23445,44407,67,7,67.7,
maskedImage3795.png,0.432935633,19592,35475,67,8,67.8,
maskedImage3800.png,0.241114394,10377,33797,67,8,67.8,
maskedImage3803.png,0.506350175,29742,45691,67,8,67.8,
'maskedImage370.png',0,0,97950,68,1,68.1,
'maskedImage375.png',0,0,161516,68,1,68.1,
'maskedImage383.png',0,0,86017,68,1,68.1,
'maskedImage365.png',0.77952655,178036,165924,68,2,68.2,
'maskedImage378.png',0.663955831,54657,61263,68,2,68.2,
'maskedImage380.png',0.563814617,60963,88446,68,2,68.2,
'maskedImage371.png',0.763818672,216234,213151,68,3,68.3,
'maskedImage376.png',0.815556289,199584,176203,68,3,68.3,
'maskedImage379.png',0.464142743,50071,91493,68,3,68.3,
'maskedImage366.png',0.292511582,24404,71396,68,4,68.4,
'maskedImage369.png',0.068605253,12785,128808,68,4,68.4,
'maskedImage381.png',0.013400468,2338,145273,68,4,68.4,
'maskedImage367.png',0.876016502,400464,322272,68,5,68.5,
'maskedImage373.png',0.938586988,304447,225037,68,5,68.5,
'maskedImage374.png',0.897999445,293176,223922,68,5,68.5,
'maskedImage362.png',0.657574695,200958,217655,68,6,68.6,
'maskedImage364.png',0.606941808,66447,86069,68,6,68.6,
'maskedImage384.png',0.595996732,155724,205493,68,6,68.6,
'maskedImage368.png',0.059709242,3629,53617,68,7,68.7,
'maskedImage372.png',0,0,79882,68,7,68.7,
'maskedImage377.png',0.008684639,666,60331,68,7,68.7,
'maskedImage361.png',0.686080833,119871,135861,68,8,68.8,
'maskedImage363.png',0.443266879,37445,68246,68,8,68.8,
'maskedImage382.png',0.526036636,110109,163859,68,8,68.8,
maskedImage3826.png,0.65414412,185140,223606,69,1,69.1,
maskedImage3830.png,0.540283531,63644,88339,69,1,69.1,
maskedImage3834.png,0.306485529,37052,106195,69,1,69.1,
maskedImage3828.png,0.856801723,122912,99869,69,2,69.2,
maskedImage3831.png,0.937132499,165178,124526,69,2,69.2,
maskedImage3836.png,0.951761897,138259,97180,69,2,69.2,
maskedImage3825.png,1.054450125,253010,173443,69,3,69.3,
maskedImage3829.png,0.906065099,255584,196012,69,3,69.3,
maskedImage3838.png,0.964228014,261119,187117,69,3,69.3,
maskedImage3822.png,0.00583352,50,9660,69,4,69.4,
maskedImage3823.png,0.024651906,687,27697,69,4,69.4,
maskedImage3835.png,0.550150021,40547,59692,69,4,69.4,
maskedImage3817.png,0.042229998,2863,50292,69,5,69.5,
maskedImage3818.png,0.062476406,4200,45108,69,5,69.5,
maskedImage3821.png,0.365915148,15471,34380,69,5,69.5,
maskedImage3819.png,0.324270776,10160,24309,69,6,69.6,
maskedImage3837.png,0.000840371,153,45814,69,6,69.6,
maskedImage3839.png,0.041172366,1207,19231,69,6,69.6,
maskedImage3824.png,0.001969365,26,23549,69,7,69.7,
maskedImage3832.png,0.000621601,24,30540,69,7,69.7,
maskedImage3840.png,0.050620563,2878,42078,69,7,69.7,
maskedImage3820.png,0.967891891,342405,251644,69,8,69.8,
maskedImage3827.png,0.871187422,165711,129902,69,8,69.8,
maskedImage3833.png,1.007126053,356342,259585,69,8,69.8,
'maskedImage3851.png',0.017935578,2901,78274,70,1,70.1,
'maskedImage3856.png',0.214172884,39726,133678,70,1,70.1,
'maskedImage3863.png',0.002147123,987,170203,70,1,70.1,
'maskedImage3841.png',0.068144499,3447,48236,70,2,70.2,
